family,species,unique_id,year_s,year_e,year_range,times_visited_annual_scale,latitude_mean,abs_latitude_mean,longitude_mean,spatial_pos,thermal_pos,slope,se_slope,r.squared,shift_of_min_sm,mean_shift,habitat,Vulnerability,sqrt_n,study_id,temporal_mismatch,bt_bs_dist_of_min_sm,BioShifts_prab,BioShifts_quality,BioShifts_ref,slope_pois,se_slope_pois,cv_pop,ln_ratio_fitted,inverse_se_pois,sqrt_inverse_se_pois,ABUNDANCE_TYPE,commercial_two_level
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 401,1927,1948,22,5,59.351,59.351,10.583,0.333370811,-0.193828578,0.045122448,0.048071386,0.227017937,6.64,6.64,b,64.35,2.236067977,428,-51,1636.661193,OCCUR,LOW,57,0.0246,0.036796,55.90169944,0.245690773,27.17686705,5.213143682,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 56,1927,2001,75,11,58.2828,58.2828,8.50932,0.31829034,-0.173746472,-0.013592208,0.010583956,0.15486932,6.64,6.64,b,64.35,3.31662479,428,-51,1468.436471,OCCUR,LOW,57,-0.0083,0.009662,59.3295879,-0.082712232,103.4982405,10.1734085,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 57,1926,1997,72,7,58.28039,58.28039,8.505237,0.318256317,-0.173746472,-0.006247445,0.016020639,0.029516403,6.64,6.64,b,64.35,2.645751311,428,-52,1468.077304,OCCUR,LOW,57,-0.0021,0.01405,33.07189139,-0.020897521,71.17437722,8.436490812,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 59,1995,2015,21,4,58.32755,58.32755,8.584273,0.318922105,-0.173370199,0,0,NA,6.64,6.64,b,64.35,2,428,17,1475.0712,OCCUR,LOW,57,0,0.067923,0,0,14.72255348,3.836997978,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 66,1925,1993,69,9,58.42745,58.42745,8.752456,0.320332458,-0.173933157,-0.014470227,0.012684472,0.156767238,6.64,6.64,b,64.35,3,428,-53,1489.902549,OCCUR,LOW,57,-0.0144,0.008923,93.98215058,-0.14408046,112.0699316,10.58630869,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 86,1969,1996,28,3,58.62535,58.62535,9.10711,0.32312634,-0.17520241,0,0,NA,6.64,6.64,b,64.35,1.732050808,428,-9,1520.045935,OCCUR,LOW,57,0,0.052081,0,0,19.2008602,4.381878615,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 91,1920,1996,77,25,58.68511,58.68511,9.082205,0.323970011,-0.175239402,-0.021683845,0.008933886,0.203905359,6.64,6.64,b,64.35,5,428,-58,1524.142165,OCCUR,LOW,57,-0.0156,0.007913,68.21595313,-0.155762753,126.3743207,11.24163337,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 92,1930,2012,83,20,58.68577,58.68577,9.086948,0.323979328,-0.175219202,0.00914459,0.009590235,0.048083524,6.64,6.64,b,64.35,4.472135955,428,-48,1524.376715,OCCUR,LOW,57,0.0032,0.008966,34.1992784,0.032087414,111.5324559,10.56089276,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 93,1939,2009,71,12,58.69073,58.69073,9.119191,0.324049352,-0.175219202,0.005862971,0.014270735,0.016598682,6.64,6.64,b,64.35,3.464101615,428,-39,1526.011759,OCCUR,LOW,57,0.0022,0.012046,36.92744729,0.021944061,83.01510875,9.111262742,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 94,1945,2013,69,7,58.68997,58.68997,9.119772,0.324038622,-0.175219202,-0.035629175,0.008675597,0.771334756,6.64,6.64,b,64.35,2.645751311,428,-33,1525.969591,OCCUR,LOW,57,-0.0232,0.012428,72.15685394,-0.231778457,80.46346958,8.970143231,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 95,1929,2014,86,13,58.69758,58.69758,9.152134,0.324146058,-0.175219202,1.66E-05,0.011525225,1.89E-07,6.64,6.64,b,64.35,3.605551275,428,-49,1527.833569,OCCUR,LOW,57,0,0.008897,73.22909258,0.000121773,112.3974373,10.60176577,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 96,1932,2014,83,11,58.70031,58.70031,9.150205,0.324184599,-0.175219202,-0.010248358,0.01424476,0.054383932,6.64,6.64,b,64.35,3.31662479,428,-46,1527.990755,OCCUR,LOW,57,-0.0111,0.012054,103.6445247,-0.110886633,82.96001327,9.108238758,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 97,1937,2002,66,6,58.69278,58.69278,9.180373,0.324078293,-0.175258298,-0.018417216,0.016030129,0.248120301,6.64,6.64,b,64.35,2.449489743,428,-41,1528.49749,OCCUR,LOW,57,-0.0067,0.015907,34.99271061,-0.066732322,62.86540517,7.928770722,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 428 99,1925,1939,15,5,58.69248,58.69248,9.185241,0.324074058,-0.175258298,0,0,NA,6.64,6.64,b,64.35,2.236067977,428,-53,1528.656569,OCCUR,LOW,57,0,0.090093,0,0,11.09964148,3.331612445,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 467 ARE,1987,1999,13,4,40.54906,40.54906,-8.75833,0.067931658,0.068084097,-0.149061878,0.074544918,0.666583308,6.64,6.64,b,64.35,2,467,9,853.8486918,OCCUR,LOW,57,-0.1269,0.008822,101.3361977,-1.269119539,113.3529812,10.64673571,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 467 BAR,1987,1999,13,4,40.62031,40.62031,-8.73686,0.06893754,0.065944926,-0.173506347,0.0401801,0.903133575,6.64,6.64,b,64.35,2,467,9,845.8742513,OCCUR,LOW,57,-0.2283,0.021642,148.2193561,-2.283492851,46.20645042,6.797532672,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 467 GAF,1987,1999,13,4,40.62975,40.62975,-8.68419,0.069070811,0.065944926,-0.169544705,0.047895336,0.862362205,6.64,6.64,b,64.35,2,467,9,843.0850518,OCCUR,LOW,57,-0.1663,0.040073,116.3901485,-1.662846749,24.95445811,4.995443735,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 467 SJA,1987,1999,13,3,40.66878,40.66878,-8.71844,0.069621822,0.063840515,-0.149763792,0.011278195,0.994360902,6.64,6.64,b,64.35,1.732050808,467,9,840.3183713,OCCUR,LOW,57,-0.1204,0.075347,86.60254038,-1.203631584,13.27192854,3.643065817,Count,High commercial value
Anguillidae,Anguilla anguilla,Anguilla anguilla 467 TOR,1987,1999,13,4,40.75475,40.75475,-8.70181,0.070835517,0.061363072,-0.181130889,0.016200839,0.984251969,6.64,6.64,b,64.35,2,467,9,831.031396,OCCUR,LOW,57,-0.1398,0.030439,92.01449161,-1.397541093,32.85259043,5.73171793,Count,High commercial value
Moridae,Antimora rostrata,Antimora rostrata 113 NA,1974,1983,10,7,50.67355293,50.67355293,-12.80798149,0.337806926,-0.032859527,0,0,NA,9.875,9.875,p,70.93,2.645751311,113,-21,2832.07375,ABUND,LOW,118,0,0.136444,0,0,7.329014101,2.707215193,Presence/Absence,Low commercial value
Moridae,Antimora rostrata,Antimora rostrata 119 NA,1999,2009,11,5,43.414182,43.414182,-60.803116,0.288056811,-0.137605205,-0.167956961,0.111280331,0.431605976,9.875,9.875,p,70.93,2.236067977,119,4,848.6006949,ABUND,LOW,118,-0.1078,0.061689,73.82294352,-1.078172215,16.21034544,4.026207327,Count,Low commercial value
Moridae,Antimora rostrata,Antimora rostrata 180 NA,1970,1994,25,23,50.48999354,50.48999354,-50.94312836,0.336548952,-0.341018454,-0.060727356,0.02728768,0.190833324,9.875,9.875,p,70.93,4.795831523,180,-25,282.4104769,ABUND,LOW,118,-0.0282,0.009676,46.82728745,-0.282237704,103.3484911,10.16604599,Count,Low commercial value
Moridae,Antimora rostrata,Antimora rostrata 213 NA,1964,2008,45,9,39.44778468,39.44778468,-70.06702833,0.260874191,0.11369268,0.03536431,0.016252793,0.403468549,9.875,9.875,p,70.93,3,213,-31,1724.963071,ABUND,LOW,118,0.0508,0.019591,95.1111537,0.508387128,51.04384666,7.14449765,Count,Low commercial value
Pleuronectidae,Atheresthes stomias,Atheresthes stomias 163 NA,1993,2004,12,12,56.45445403,56.45445403,-155.759645,0.351819896,-0.361897844,0.045088996,0.086539043,0.026429228,-0.932,4.435,b,63.58,3.464101615,163,12.5,368.1446006,ABUND,LOW,118,0.0095,0.000766,21.17469737,0.095495623,1305.483029,36.13146868,Count,High commercial value
Atherinidae,Atherina presbyter,Atherina presbyter 467 ARE,1987,1999,13,4,40.54906,40.54906,-8.75833,-0.041993425,0.139659386,-0.167763452,0.050935044,0.844337278,27.734,27.734,p,20.73,2,467,9,853.8486918,OCCUR,LOW,57,-0.158,0.01858,112.0648929,-1.579804282,53.82131324,7.33630106,Count,Low commercial value
Atherinidae,Atherina presbyter,Atherina presbyter 467 BAR,1987,1999,13,4,40.62031,40.62031,-8.73686,-0.039425857,0.13527135,0.166557459,0.052876962,0.832241616,27.734,27.734,p,20.73,2,467,9,845.8742513,OCCUR,LOW,57,0.1609,0.01282,61.38016943,1.609387555,78.00312012,8.831937507,Count,Low commercial value
Atherinidae,Atherina presbyter,Atherina presbyter 467 GAF,1987,1999,13,4,40.62975,40.62975,-8.68419,-0.039085677,0.13527135,-0.173731078,0.039691598,0.905474624,27.734,27.734,p,20.73,2,467,9,843.0850518,OCCUR,LOW,57,-0.1123,0.004593,76.50332595,-1.123212846,217.7226214,14.75542685,Count,Low commercial value
Atherinidae,Atherina presbyter,Atherina presbyter 467 SJA,1987,1999,13,4,40.66878,40.66878,-8.71844,-0.03767919,0.13095462,-0.161313356,0.060462115,0.780659961,27.734,27.734,p,20.73,2,467,9,840.3183713,OCCUR,LOW,57,-0.1262,0.00392,93.10264449,-1.262081668,255.1020408,15.97191412,Count,Low commercial value
Atherinidae,Atherina presbyter,Atherina presbyter 467 TOR,1987,1999,13,4,40.75475,40.75475,-8.70181,-0.034581172,0.125872697,-0.025773571,0.127806605,0.019928309,27.734,27.734,p,20.73,2,467,9,831.031396,OCCUR,LOW,57,-0.0132,0.011431,52.64582446,-0.131717213,87.4814102,9.353149748,Count,Low commercial value
Gadidae,Boreogadus saida,Boreogadus saida 180 NA,1970,1995,26,25,51.23209614,51.23209614,-54.09731135,-0.191319311,-0.407873916,-0.02194275,0.027445427,0.027040156,-3.585,-0.993,b,45.91,5,180,-18.5,378.174474,ABUND,LOW,118,-0.0597,0.002616,265.743802,-0.597169788,382.2629969,19.55154718,Count,High commercial value
Gadidae,Boreogadus saida,Boreogadus saida 184 NA,2006,2010,5,5,66.05783625,66.05783625,-66.3241887,0.093334899,-0.52533735,0,0,NA,-3.585,-0.993,b,45.91,2.236067977,184,17.5,2165.659199,ABUND,LOW,118,0,0.316226,0,0,3.16229532,1.778284376,Presence/Absence,High commercial value
Bramidae,Brama brama,Brama brama 466 NA,1986,2008,23,4,57.14987917,57.14987917,-13.98609028,0.40488797,-0.145305111,0.070660658,0.029953312,0.735624808,-2.817,-2.817,p,70.65,2,466,1,10396.76239,ABUND,LOW,153,0.0313,0.041233,42.75137066,0.312846887,24.25241918,4.924674525,Count,High commercial value
Lotidae,Brosme brosme,Brosme brosme 119 NA,1970,2009,40,40,43.08167245,43.08167245,-65.02316493,-0.370139665,-0.308051992,-0.06199492,0.009561027,0.525260578,-0.677,-0.338,b,62.55,6.32455532,119,2,265.1974247,ABUND,LOW,197,-0.0216,0.0089,34.44694355,-0.216203068,112.3595506,10.5999788,Count,High commercial value
Lotidae,Brosme brosme,Brosme brosme 176 NA,2001,2010,10,4,42.71625,42.71625,-63.9575,-0.378874863,-0.220573213,-0.207875384,0.118777936,0.604970455,0,-0.338,b,62.55,2,176,33,354.6075159,ABUND,LOW,54,-0.1268,0.046059,64.35915852,-1.268053686,21.71128335,4.659536818,Count,High commercial value
Lotidae,Brosme brosme,Brosme brosme 180 NA,1970,1994,25,25,43.15719556,43.15719556,-66.00683701,-0.368334331,-0.336927131,-0.042661558,0.026898788,0.098583794,-0.677,-0.338,b,62.55,5,180,2,185.078308,ABUND,LOW,197,-0.0065,0.018013,15.241075,-0.0650495,55.51546106,7.450869819,Count,High commercial value
Lotidae,Brosme brosme,Brosme brosme 213 NA,1948,2008,61,48,42.69384038,42.69384038,-67.81092878,-0.379410551,-0.215907935,-0.038607359,0.007924826,0.34034519,0,-0.338,b,62.55,6.92820323,213,-20,51.06367134,ABUND,LOW,54,-0.0088,0.007118,23.27735124,-0.088149709,140.4889014,11.85280141,Count,High commercial value
Lotidae,Brosme brosme,Brosme brosme 288 NA,1970,1994,25,13,43.56923373,43.56923373,-64.7046386,-0.358484813,-0.313657921,0.000385095,0.050198154,5.35E-06,-0.677,-0.338,b,62.55,3.605551275,288,2,293.7048365,ABUND,LOW,197,0.0002,0.041551,55.42487139,0.002134399,24.06680946,4.905793459,Count,High commercial value
Lotidae,Brosme brosme,Brosme brosme 466 NA,1986,2008,23,21,57.32242651,57.32242651,-13.493737,-0.029723233,-0.198630741,-0.075358666,0.028461055,0.269532764,-0.677,-0.338,b,62.55,4.582575695,466,18,4075.455441,ABUND,LOW,197,-0.0318,0.025759,41.08409926,-0.317545143,38.82138282,6.230680767,Count,High commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 110 NA,1975,1998,24,23,52.89681934,52.89681934,-4.824379669,0.172339718,-0.149524873,0.030497847,0.03111179,0.043756018,7.013,7.013,b,28.71,4.795831523,110,-2,721.2652454,ABUND,LOW,48,0.0035,0.029512,11.51893543,0.035149666,33.88452155,5.821041277,Presence/Absence,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 113,1951,2013,63,9,58.72681,58.72681,9.060362,0.275983997,-0.222890412,0.014386868,0.017363204,0.089318474,7.013,7.013,b,28.71,3,428,-26,365.2829721,ABUND,LOW,48,0.0088,0.017281,54.54545455,0.087697737,57.86702158,7.607037635,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 116,1969,2015,47,12,58.74789,58.74789,9.081366,0.276358752,-0.222890412,0.012828137,0.022349303,0.031894934,7.013,7.013,b,28.71,3.464101615,428,-8,367.7073626,ABUND,LOW,48,0.0066,0.020193,49.72652484,0.066444254,49.52211162,7.037194869,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 12,1948,2015,68,8,58.18753,58.18753,8.048447,0.266396797,-0.222432431,0.012128686,0.016230066,0.085150173,7.013,7.013,b,28.71,2.828427125,428,-29,281.7450512,ABUND,LOW,48,0.014,0.013265,108.7856586,0.140331327,75.38635507,8.682531605,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 121,1977,2011,35,6,58.73479,58.73479,9.167191,0.276125863,-0.222914446,0,0,NA,7.013,7.013,b,28.71,2.449489743,428,0,370.6456068,ABUND,LOW,48,0,0.03772,0,0,26.51113468,5.148896452,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 15,1964,2001,38,7,58.19385,58.19385,8.057983,0.266509152,-0.222432431,0,0,NA,7.013,7.013,b,28.71,2.645751311,428,-13,282.6201751,ABUND,LOW,48,0,0.031254,0,0,31.99590452,5.656492246,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 161,1966,2000,35,5,58.83451,58.83451,9.318774,0.277898663,-0.225903847,-0.010239579,0.043279131,0.018317115,7.013,7.013,b,28.71,2.236067977,428,-11,384.4151222,ABUND,LOW,48,-0.0039,0.035153,37.26779962,-0.038835621,28.44707422,5.333579869,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 164,1956,2008,53,15,58.86826,58.86826,9.327127,0.278498663,-0.225903847,0.00649878,0.017801919,0.010147455,7.013,7.013,b,28.71,3.872983346,428,-21,387.1594024,ABUND,LOW,48,0.0024,0.014914,36.59625274,0.023751439,67.05109293,8.188473175,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 174,1982,2007,26,6,58.90741,58.90741,9.422591,0.279194663,-0.226583539,0,0,NA,7.013,7.013,b,28.71,2.449489743,428,5,394.1690799,ABUND,LOW,48,0,0.047166,0,0,21.2017131,4.6045318,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 192,1953,2009,57,6,59.10548,59.10548,9.718627,0.282715908,-0.231280253,0,0,NA,7.013,7.013,b,28.71,2.449489743,428,-24,421.2927978,ABUND,LOW,48,0,0.018411,0,0,54.31535495,7.369895179,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 195,1990,2005,16,5,59.06491,59.06491,9.732232,0.281994663,-0.229654624,0.014694099,0.081455116,0.010731053,7.013,7.013,b,28.71,2.236067977,428,13,419.0158349,ABUND,LOW,48,0.005,0.05622,34.23265984,0.050428833,17.78726432,4.217495029,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 198,1963,1996,34,3,59.0497,59.0497,9.760019,0.281724263,-0.229455448,0,0,NA,7.013,7.013,b,28.71,1.732050808,428,-14,419.1814572,ABUND,LOW,48,0,0.042537,0,0,23.50894515,4.848602392,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 249,1953,1965,13,3,59.5313,59.5313,10.2687,0.290286041,-0.249832335,0,0,NA,7.013,7.013,b,28.71,1.732050808,428,-24,475.8741083,ABUND,LOW,48,0,0.117309,0,0,8.524495137,2.919673807,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 251,1970,2007,38,4,59.53397,59.53397,10.25998,0.290333508,-0.249832335,0,0,NA,7.013,7.013,b,28.71,2,428,-7,475.701497,ABUND,LOW,48,0,0.036539,0,0,27.36801773,5.23144509,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 252,1971,2010,40,13,59.53452,59.53452,10.25967,0.290343286,-0.249832335,0.033584374,0.01794413,0.241531838,7.013,7.013,b,28.71,3.605551275,428,-6,475.7289054,ABUND,LOW,48,0.0303,0.016246,90.43874538,0.302929509,61.5536132,7.845611079,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 253,1979,1993,15,3,59.54652,59.54652,10.25008,0.290556619,-0.249832335,0,0,NA,7.013,7.013,b,28.71,1.732050808,428,2,476.2095232,ABUND,LOW,48,0,0.090535,0,0,11.04545204,3.323469879,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 254,1970,2005,36,5,59.55585,59.55585,10.24165,0.290722486,-0.249653714,0,0,NA,7.013,7.013,b,28.71,2.236067977,428,-7,476.545135,ABUND,LOW,48,0,0.034727,0,0,28.79603767,5.366193965,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 255,1988,2014,27,6,59.5323,59.5323,10.3088,0.290303819,-0.249832335,0,0,NA,7.013,7.013,b,28.71,2.449489743,428,11,477.6489121,ABUND,LOW,48,0,0.044072,0,0,22.6901434,4.763417198,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 257,1959,1996,38,8,59.52233,59.52233,10.33523,0.290126574,-0.251959409,0,0,NA,7.013,7.013,b,28.71,2.828427125,428,-18,478.0454923,ABUND,LOW,48,0,0.02862,0,0,34.94060098,5.911057518,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 258,1952,1959,8,5,59.52257,59.52257,10.3378,0.290130841,-0.251959409,-0.33694175,0.088424277,0.828767123,7.013,7.013,b,28.71,2.236067977,428,-25,478.1726409,ABUND,LOW,48,-0.113,0.153729,37.26779962,-1.129570796,6.504953522,2.550481037,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 260,1984,1996,13,3,59.53136,59.53136,10.37135,0.290287108,-0.251959409,0,0,NA,7.013,7.013,b,28.71,1.732050808,428,7,480.2451931,ABUND,LOW,48,0,0.117309,0,0,8.524495137,2.919673807,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 271,1973,1996,24,5,59.71093,59.71093,10.55467,0.293479463,-0.254674215,0,0,NA,7.013,7.013,b,28.71,2.236067977,428,-4,501.1813605,ABUND,LOW,48,0,0.054328,0,0,18.40671477,4.290304741,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 273,1952,1979,28,4,59.76184,59.76184,10.50215,0.29438453,-0.256246048,0,0,NA,7.013,7.013,b,28.71,2,428,-25,502.7837769,ABUND,LOW,48,0,0.045992,0,0,21.74291181,4.662929531,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 291,1970,2014,45,6,59.80253,59.80253,10.49978,0.295107908,-0.255311406,0,0,NA,7.013,7.013,b,28.71,2.449489743,428,-7,505.7501943,ABUND,LOW,48,0,0.024789,0,0,40.3404736,6.351415086,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 31,1992,2013,22,3,58.155,58.155,8.243148,0.265818486,-0.221797114,0.049425767,0.070719603,0.328163772,7.013,7.013,b,28.71,1.732050808,428,15,288.6595821,ABUND,LOW,48,0.0234,0.058299,43.30127019,0.234049733,17.15295288,4.141612353,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 323,1978,2014,37,5,59.6939,59.6939,10.62648,0.293176708,-0.255075189,0.014110526,0.041518921,0.037073711,7.013,7.013,b,28.71,2.236067977,428,1,502.9555518,ABUND,LOW,48,0.0078,0.028543,55.90169944,0.077652956,35.03485969,5.919025231,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 326,1939,2011,73,5,59.63838,59.63838,10.63998,0.292189686,-0.256979268,0.001818575,0.019651444,0.00284652,7.013,7.013,b,28.71,2.236067977,428,-38,499.4919735,ABUND,LOW,48,0.001,0.013397,55.90169944,0.010107875,74.64357692,8.639651435,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 344,1979,2004,26,3,59.16548,59.16548,10.83275,0.283782574,-0.235538308,0,0,NA,7.013,7.013,b,28.71,1.732050808,428,2,476.0188329,ABUND,LOW,48,0,0.050898,0,0,19.64713741,4.432509155,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 345,1972,1991,20,5,59.16566,59.16566,10.83622,0.283785774,-0.237107198,0,0,NA,7.013,7.013,b,28.71,2.236067977,428,-5,476.1931055,ABUND,LOW,48,0,0.057467,0,0,17.40129118,4.171485488,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 365,1951,1959,9,3,59.77758,59.77758,10.70972,0.294664352,-0.257018985,0,0,NA,7.013,7.013,b,28.71,1.732050808,428,-26,512.6108877,ABUND,LOW,48,0,0.162221,0,0,6.164430006,2.482827019,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 366,1939,2001,63,5,59.75235,59.75235,10.71508,0.294215819,-0.257018985,-0.016919259,0.021592118,0.169896097,7.013,7.013,b,28.71,2.236067977,428,-38,510.9815136,ABUND,LOW,48,-0.0063,0.017784,34.23265984,-0.063256304,56.23031939,7.498687844,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 4,1992,2011,20,4,58.0717,58.0717,7.778983,0.264337597,-0.222872855,0,0,NA,7.013,7.013,b,28.71,2,428,15,261.3238113,ABUND,LOW,48,0,0.061314,0,0,16.30948886,4.038500818,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 91,1946,2010,65,6,58.68511,58.68511,9.082205,0.275242663,-0.222890412,0,0,NA,7.013,7.013,b,28.71,2.449489743,428,-31,363.3568407,ABUND,LOW,48,0,0.018604,0,0,53.75188132,7.331567453,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 92,1939,2015,77,5,58.68577,58.68577,9.086948,0.275254397,-0.222864719,0.010337441,0.016747677,0.1126867,7.013,7.013,b,28.71,2.236067977,428,-38,363.6174242,ABUND,LOW,48,0.0059,0.012528,55.90169944,0.059239373,79.82120051,8.934271124,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 428 94,1966,1988,23,3,58.68997,58.68997,9.119772,0.275329063,-0.222864719,0,0,NA,7.013,7.013,b,28.71,1.732050808,428,-11,365.3965079,ABUND,LOW,48,0,0.059269,0,0,16.87222663,4.107581603,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 466 NA,1986,2008,23,23,57.44574933,57.44574933,-7.787934163,0.253209585,-0.193992757,0.005159369,0.032154768,0.001224478,7.013,7.013,b,28.71,4.795831523,466,9,746.6936638,ABUND,LOW,48,0.0029,0.014866,55.96636814,0.028877241,67.26759047,8.201682173,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 467 BAR,1987,1999,13,3,40.62031,40.62031,-8.73686,-0.045909337,0.083876636,-0.149977261,0.007950614,0.99719759,7.013,7.013,b,28.71,1.732050808,467,10,2015.085283,ABUND,LOW,48,-0.2639,0.032436,150.1480751,-2.638974448,30.82994204,5.552471705,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 501 ft120long,2004,2009,6,6,51.18184,51.18184,2.681167,0.141851197,-0.107343361,0.298369311,0.221748754,0.311584861,7.013,7.013,b,28.71,2.449489743,501,27,610.427327,ABUND,LOW,48,0.1789,0.08583,58.79904347,1.788734444,11.6509379,3.413347023,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 501 ft120short,2010,2012,3,3,51.18184,51.18184,2.681167,0.141851197,-0.107343361,0.745748044,0.66622808,0.556140145,7.013,7.013,b,28.71,1.732050808,501,33,610.427327,ABUND,LOW,48,0.5016,0.481654,64.58874767,5.016204894,2.076179166,1.440895265,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 501 ft215long,2004,2010,7,7,51.263,51.263,2.6105,0.143294041,-0.107221961,0.116022946,0.200411771,0.062819512,7.013,7.013,b,28.71,2.645751311,501,27,602.4390627,ABUND,LOW,48,0.0754,0.076274,64.69858267,0.754203509,13.11062747,3.620860046,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 501 ft215short,2009,2012,4,4,51.263,51.263,2.6105,0.143294041,-0.107221961,-0.705217569,0.226570276,0.828886367,7.013,7.013,b,28.71,2,501,32,602.4390627,ABUND,LOW,48,-0.5488,0.2421,71.85669027,-5.487542716,4.130524577,2.032369203,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 501 ft230long,2004,2010,7,7,51.29867,51.29867,2.831,0.143928174,-0.108650823,0.186317502,0.189510687,0.161999653,7.013,7.013,b,28.71,2.645751311,501,27,595.8232787,ABUND,LOW,48,0.5029,0.081467,225.8422371,5.028502963,12.27490886,3.503556601,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 501 ft230short,2009,2012,4,4,51.29867,51.29867,2.831,0.143928174,-0.108650823,-0.599496563,0.346845694,0.598993548,7.013,7.013,b,28.71,2,501,32,595.8232787,ABUND,LOW,48,-2.1082,0.577331,181.8361031,-21.08221277,1.732108617,1.316095976,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 501 ft340long,2004,2010,7,7,51.4895,51.4895,2.978167,0.147320708,-0.113554206,0.185558824,0.189659504,0.160683027,7.013,7.013,b,28.71,2.645751311,501,27,573.2088985,ABUND,LOW,48,0.2254,0.068797,116.6100284,2.253891145,14.53551754,3.812547382,Count,Low commercial value
Callionymidae,Callionymus lyra,Callionymus lyra 501 ft340short,2010,2012,3,3,51.4895,51.4895,2.978167,0.147320708,-0.113554206,-0.28067559,0.959802695,0.078778787,7.013,7.013,b,28.71,1.732050808,501,33,573.2088985,ABUND,LOW,48,-0.1616,0.488945,57.31968848,-1.615815308,2.04521981,1.430111817,Count,Low commercial value
