"family","species","unique_id","n","sqrt_n","slope","shift_of_min_sm","study_id"
"Clupeidae","Clupea harengus","Clupea harengus 428 252",10,3.16227766016838,-0.0338360915832288,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 253",20,4.47213595499958,-0.0104360338663848,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 254",15,3.87298334620742,-0.00891325250767605,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 257",9,3,0.00988832479193939,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 259",4,2,0.0663316582914573,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 260",4,2,-0.00895487478891888,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 271",23,4.79583152331272,-0.00588386308413267,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 272",7,2.64575131106459,0.016759748922266,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 274",8,2.82842712474619,0.00101428367156745,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 276",4,2,-0.10649955403405,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 277",3,1.73205080756888,-0.025851504590586,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 291",9,3,-0.00956258724988359,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 292",22,4.69041575982343,-0.0266194287036013,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 293",10,3.16227766016838,-0.0328604246182288,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 294",7,2.64575131106459,-0.0835882969154981,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 295",9,3,-0.0202727795356432,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 296",25,5,-0.0112504803606282,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 3",5,2.23606797749979,-0.0381855441818071,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 304",3,1.73205080756888,-0.0207168883135446,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 305",3,1.73205080756888,0.0686263516307527,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 307",6,2.44948974278318,0.097853327353453,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 308",7,2.64575131106459,-0.0281870080738857,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 31",6,2.44948974278318,-0.00483900415921879,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 32",8,2.82842712474619,0.0228115915031587,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 321",8,2.82842712474619,-0.0217328014100617,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 322",4,2,0.0379471687495459,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 324",3,1.73205080756888,-0.198759928737429,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 326",3,1.73205080756888,-0.0106043926994014,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 327",3,1.73205080756888,0,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 341",5,2.23606797749979,-0.0294219470723656,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 342",3,1.73205080756888,-0.00603410611543261,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 343",17,4.12310562561766,-0.0263420793272325,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 344",5,2.23606797749979,0.0360118149893816,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 345",8,2.82842712474619,-0.007588298427719,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 346",4,2,-0.0187811774324606,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 348",9,3,-0.00547868683396335,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 349",8,2.82842712474619,0.0132376411431002,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 361",4,2,-0.0496725445014974,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 362",5,2.23606797749979,0.0623700634840253,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 363",5,2.23606797749979,-0.0339454267631834,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 364",6,2.44948974278318,-0.0167680759578367,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 366",3,1.73205080756888,0,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 367",3,1.73205080756888,0.166666666666705,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 56",3,1.73205080756888,0.093264274253714,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 57",4,2,0.072717122655465,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 65",3,1.73205080756888,0.037725376612918,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 66",19,4.35889894354067,0.0103325837391105,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 68",4,2,0.0287852619458852,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 81",8,2.82842712474619,-0.0805435790404702,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 82",4,2,0,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 83",7,2.64575131106459,0.0444823979248662,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 85",6,2.44948974278318,-0.0216258658868439,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 86",6,2.44948974278318,0.00848010116466918,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 92",3,1.73205080756888,-0.00787263820853756,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 94",7,2.64575131106459,-0.0365281740478065,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 95",11,3.3166247903554,0.00343196575717478,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 96",9,3,-0.00644028911571311,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 97",5,2.23606797749979,-0.0349084488381308,0,428
"Clupeidae","Clupea harengus","Clupea harengus 428 98",4,2,-0.0848212212936565,0,428
"Clupeidae","Clupea harengus","Clupea harengus 501 ft120long",6,2.44948974278318,0.401771323702873,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft215long",6,2.44948974278318,0.052730901372031,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft215short",3,1.73205080756888,0.845141794917403,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft230long",5,2.23606797749979,0.481098699296047,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft230short",3,1.73205080756888,0.0192212798095647,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft340long",7,2.64575131106459,-0.00413059652735487,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft350long",5,2.23606797749979,0.25136137765357,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft435long",4,2,-0.311433625411355,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft545long",3,1.73205080756888,-0.0267880517480871,0,501
"Clupeidae","Clupea harengus","Clupea harengus 501 ft840long",3,1.73205080756888,-0.8856100786841,0,501
"Parazenidae","Cyttopsis rosea","Cyttopsis rosea 180 NA",6,2.44948974278318,0,47.2,180
"Parazenidae","Cyttopsis rosea","Cyttopsis rosea 213 NA",9,3,0,47.2,213
"Trachinidae","Echiichthys vipera","Echiichthys vipera 467 BAR",3,1.73205080756888,-0.155440457089525,3.896,467
"Trachinidae","Echiichthys vipera","Echiichthys vipera 467 SJA",3,1.73205080756888,-0.159992879611532,3.896,467
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft215long",7,2.64575131106459,-0.234882083146987,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft215short",4,2,0.69490744299426,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft230long",4,2,0.0307014365430545,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft340long",7,2.64575131106459,-0.18292431311039,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft340short",3,1.73205080756888,0.268428505134913,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft350long",3,1.73205080756888,-0.456742411671106,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft415long",7,2.64575131106459,-0.0558393618480056,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft415short",3,1.73205080756888,0.0947276929570916,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft421long",6,2.44948974278318,-0.00454477483876097,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft421short",3,1.73205080756888,-0.943661779396382,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft435long",7,2.64575131106459,-0.0616238897508163,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft545long",5,2.23606797749979,0.00118327450248318,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft800long",6,2.44948974278318,-0.206426230097781,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft820long",5,2.23606797749979,0.134742838097524,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft820short",3,1.73205080756888,-0.930139905917146,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft830long",6,2.44948974278318,0.227307128521574,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft830short",3,1.73205080756888,0.943338124115137,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft840long",6,2.44948974278318,0.183968292555139,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 501 ft840short",3,1.73205080756888,-0.953397928918453,3.896,501
"Trachinidae","Echiichthys vipera","Echiichthys vipera 76 NA",4,2,-0.568777249365029,3.896,76
"Gadidae","Gadus morhua","Gadus morhua 119 NA",41,6.40312423743285,-0.0173196340863655,-0.902,119
"Gadidae","Gadus morhua","Gadus morhua 123 NA",10,3.16227766016838,-0.018474040215686,-0.902,123
"Gadidae","Gadus morhua","Gadus morhua 128 NA",5,2.23606797749979,0,-0.902,128
"Gadidae","Gadus morhua","Gadus morhua 180 NA",26,5.09901951359278,0.0451062708331996,-0.902,180
"Gadidae","Gadus morhua","Gadus morhua 184 NA",5,2.23606797749979,0,-0.902,184
"Gadidae","Gadus morhua","Gadus morhua 213 NA",48,6.92820323027551,0.0192847152674615,-0.902,213
"Gadidae","Gadus morhua","Gadus morhua 288 NA",27,5.19615242270663,-0.00650235467680879,-0.902,288
"Gadidae","Gadus morhua","Gadus morhua 428 1",17,4.12310562561766,0.0190250994414266,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 11",12,3.46410161513775,0.00363502798847482,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 110",28,5.29150262212918,-0.00985589430273676,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 111",85,9.21954445729289,-0.00511116703624143,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 112",77,8.77496438739212,-0.00694796880334385,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 113",66,8.12403840463596,-0.0128102315766385,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 114",19,4.35889894354067,0.00235061719947133,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 116",50,7.07106781186548,-0.0204232140154255,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 12",87,9.32737905308882,-0.0147154568588419,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 121",74,8.60232526704263,-0.00813621707162821,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 122",83,9.1104335791443,0.00281205269777868,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 123",8,2.82842712474619,-0.181783605514644,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 124",3,1.73205080756888,0.196642057603339,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 126",31,5.56776436283002,-0.0303705224657383,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 127",33,5.74456264653803,-0.0194062661775313,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 128",19,4.35889894354067,-0.0473845655041533,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 129",22,4.69041575982343,-0.0223650668808725,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 13",34,5.8309518948453,-0.0248833599376805,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 130",30,5.47722557505166,-0.00115298452070177,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 131",28,5.29150262212918,-0.0349548020892675,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 132",23,4.79583152331272,-0.0317398214239955,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 133",3,1.73205080756888,-0.327326835354261,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 14",24,4.89897948556636,-0.0315431103133848,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 141",62,7.87400787401181,0.00711286844690638,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 142",79,8.88819441731559,-0.00063333793748555,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 146",21,4.58257569495584,-0.0552825996310725,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 147",20,4.47213595499958,-0.0700434461454224,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 15",89,9.4339811320566,-0.00803171068084351,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 151",68,8.24621125123532,-0.0163297992429933,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 152",81,9,-0.00532461977723297,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 153",38,6.16441400296898,-0.0211482758358086,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 154",3,1.73205080756888,0.996615895540449,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 16",56,7.48331477354788,-0.00910888864994338,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 161",74,8.60232526704263,-0.0108251683588462,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 162",17,4.12310562561766,-0.0647094630327512,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 163",75,8.66025403784439,-0.0081912976863473,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 164",90,9.48683298050514,-0.00530336007696922,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 165",35,5.91607978309962,-0.0228795737478219,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 166",27,5.19615242270663,-0.0461018067412388,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 17",55,7.41619848709566,-0.0073064695223699,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 171",24,4.89897948556636,-0.0436843653952935,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 172",33,5.74456264653803,0.0114959877798305,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 173",38,6.16441400296898,-0.0120589037732504,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 174",20,4.47213595499958,-0.0244206479470142,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 175",4,2,-0.149209419390621,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 176",25,5,-0.0134149924132616,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 178",26,5.09901951359278,-0.0273537292479277,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 179",11,3.3166247903554,-0.0689240540046743,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 18",74,8.60232526704263,-0.0020955040190032,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 181",55,7.41619848709566,-0.00761998791854101,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 182",70,8.36660026534076,-0.00378953218695779,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 183",44,6.6332495807108,-0.00158974774442511,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 184",18,4.24264068711928,-0.0681845714236597,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 185",81,9,-0.00147800042251631,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 186",34,5.8309518948453,-0.0151126762748796,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 19",55,7.41619848709566,-0.0132140393665989,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 190",12,3.46410161513775,-0.0884139537403969,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 191",51,7.14142842854285,-0.0189401209443951,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 192",49,7,-0.00783429950433858,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 193",24,4.89897948556636,-0.023386701233992,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 194",44,6.6332495807108,-0.0350755562583299,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 195",48,6.92820323027551,-0.0299006180448265,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 196",3,1.73205080756888,-0.247435829652687,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 197",25,5,-0.00648416782781238,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 198",48,6.92820323027551,-0.01237428835838,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 199",23,4.79583152331272,-0.0151109871774469,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 2",52,7.21110255092798,0.00731398023530745,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 20",29,5.3851648071345,-0.0205349877458901,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 200",23,4.79583152331272,-0.0384450381286696,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 201",22,4.69041575982343,-0.0234371782192375,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 202",32,5.65685424949238,-0.0206323114791381,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 203",9,3,0.037176803697124,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 21",10,3.16227766016838,-0.184480915743498,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 211",40,6.32455532033676,-0.0207538964784232,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 212",9,3,0.107401633372523,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 216",16,4,-0.0632933283990708,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 217",32,5.65685424949238,-0.0280241728947838,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 218",33,5.74456264653803,-0.0237503704089644,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 219",45,6.70820393249937,-0.0185439287695676,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 22",10,3.16227766016838,-0.0328082294410385,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 220",18,4.24264068711928,0.00625490399209109,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 225",9,3,-0.0412290437988202,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 23",7,2.64575131106459,-0.192985761940375,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 231",56,7.48331477354788,-0.00517570823998429,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 232",62,7.87400787401181,-0.0129755284211602,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 233",65,8.06225774829855,-0.00344542113616853,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 234",46,6.78232998312527,-0.00696036664629998,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 235",62,7.87400787401181,-0.00703466092400108,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 236",28,5.29150262212918,-0.00215368678103994,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 237",37,6.08276253029822,-0.0244779557104348,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 238",55,7.41619848709566,-0.00677556316277715,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 239",25,5,-0.0284562925350721,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 24",26,5.09901951359278,-0.0491221233363307,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 249",25,5,-0.0261272054567536,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 25",22,4.69041575982343,-0.0650473661470678,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 250",14,3.74165738677394,-0.0279197259510883,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 251",66,8.12403840463596,-0.0154781666088699,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 252",68,8.24621125123532,-0.014132101714991,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 253",60,7.74596669241483,-0.0184429719523493,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 254",49,7,-0.0173099805174129,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 255",25,5,0.0015426351600021,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 256",18,4.24264068711928,-0.0194492707202791,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 257",60,7.74596669241483,-0.00496179916338617,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 258",30,5.47722557505166,-0.0250995537167465,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 259",34,5.8309518948453,-0.0282634624326227,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 26",24,4.89897948556636,-0.058674105080912,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 260",42,6.48074069840786,-0.0183195223600307,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 261",9,3,-0.0479767739583369,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 271",38,6.16441400296898,-0.0116148299988749,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 272",12,3.46410161513775,-0.0383959991024418,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 273",16,4,-0.0386633112980381,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 274",30,5.47722557505166,-0.00728428824597109,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 277",8,2.82842712474619,-0.0805444838640176,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 29",6,2.44948974278318,-0.189138781924597,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 291",49,7,-0.0084735444971669,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 292",40,6.32455532033676,-0.0148584372086559,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 293",29,5.3851648071345,-0.0178451621189162,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 294",23,4.79583152331272,0.00727377277276846,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 295",40,6.32455532033676,-0.0140921058578508,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 296",23,4.79583152331272,-0.0197963308903042,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 297",7,2.64575131106459,-0.059629484919898,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 299",7,2.64575131106459,0.0208865178478761,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 3",55,7.41619848709566,-0.00520337672903091,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 30",29,5.3851648071345,0.000404296964469733,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 300",7,2.64575131106459,-0.0455138116854267,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 301",8,2.82842712474619,-0.0855419124316476,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 302",8,2.82842712474619,-0.0878719627328901,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 303",8,2.82842712474619,-0.0342502823406887,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 304",3,1.73205080756888,-0.0535976634263969,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 305",7,2.64575131106459,-0.0803387271634182,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 306",3,1.73205080756888,-0.0911605688194178,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 307",8,2.82842712474619,-0.0347280225111658,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 308",10,3.16227766016838,-0.0597581671887829,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 31",83,9.1104335791443,-1.82802022987338e-05,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 32",28,5.29150262212918,0.0339797197743746,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 321",52,7.21110255092798,-0.0131049746600099,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 322",69,8.30662386291807,-0.0137583701090595,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 323",36,6,-0.000915315297624783,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 324",30,5.47722557505166,-0.0219225622568622,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 326",58,7.61577310586391,-0.0138105031525676,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 327",40,6.32455532033676,-0.0132461707396077,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 328",11,3.3166247903554,0.0364895350395436,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 329",13,3.60555127546399,-0.0414975988291416,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 330",4,2,-0.0530973451327417,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 341",65,8.06225774829855,-0.0114500607056979,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 342",68,8.24621125123532,-0.00492107776099148,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 343",72,8.48528137423857,0.000950718052716127,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 344",64,8,-0.00493300075670924,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 345",70,8.36660026534076,-0.0133865368037908,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 346",40,6.32455532033676,0.00581814089000278,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 347",27,5.19615242270663,-0.00111345401266913,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 348",65,8.06225774829855,0.000478554921509588,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 349",47,6.85565460040104,-0.0102249632598778,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 350",20,4.47213595499958,-0.0317353320274843,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 351",19,4.35889894354067,0.0188520635783823,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 352",12,3.46410161513775,-0.0355011342283508,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 361",5,2.23606797749979,-0.0598503519531185,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 362",3,1.73205080756888,-0.0731826238093511,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 363",8,2.82842712474619,-0.00491062758267822,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 364",16,4,-0.0199070105632712,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 366",4,2,-0.0169072771725628,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 368",7,2.64575131106459,-0.0697858130356056,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 369",12,3.46410161513775,-0.054981765898134,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 381",11,3.3166247903554,-0.00283909156611753,-0.902,428
"Gadidae","Gadus morhua","Gadus morhua 428 382",9,3,0.00249045641951048,-0.902,428
